train\B10_1.jpg,866.6666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1022.1666666666666,0.0,0.0,0.0,261.6666666666667,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.833333333333334,0.0,0.0,0.0,127.83333333333333,395.1666666666667,0.0,0.0,0.0,3.3333333333333335,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.666666666666667,2.6666666666666665,0.0,0.0,0.0,0.3333333333333333,0.0,2087.8333333333335,88.83333333333333,42.333333333333336,23.333333333333332,16.0,13.0,7.5,6.333333333333333,6.333333333333333,92.83333333333333,7.166666666666667,8.5,10.0,12.666666666666666,27.5,37.666666666666664,100.33333333333333,142.5
train\B10_2.jpg,926.6666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,906.3333333333334,0.0,0.0,0.0,285.5,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.166666666666668,0.0,0.0,0.0,176.5,352.6666666666667,0.0,0.0,0.0,4.333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.833333333333334,1.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,2065.5,88.5,41.166666666666664,23.666666666666668,15.833333333333334,11.666666666666666,9.833333333333334,5.166666666666667,5.666666666666667,97.0,11.0,7.333333333333333,9.333333333333334,19.5,27.666666666666668,53.666666666666664,98.66666666666667,139.5
train\B10_3.jpg,845.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1134.1666666666667,0.3333333333333333,0.0,0.0,202.33333333333334,57.166666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.166666666666664,0.0,0.0,0.0,215.5,227.83333333333334,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,6.833333333333333,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,2118.8333333333335,87.83333333333333,44.5,28.666666666666668,19.333333333333332,11.833333333333334,10.166666666666666,10.0,8.5,95.66666666666667,9.333333333333334,10.5,17.666666666666668,17.0,27.0,42.166666666666664,84.66666666666667,87.0
train\B10_4.jpg,913.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,991.0,1.0,0.0,0.0,249.83333333333334,37.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.666666666666666,0.0,0.0,0.0,124.66666666666667,371.8333333333333,0.0,0.0,0.0,5.333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.333333333333334,2.0,0.0,0.0,0.3333333333333333,3.0,0.0,2075.5,100.16666666666667,36.833333333333336,30.166666666666668,13.0,9.833333333333334,8.166666666666666,7.666666666666667,6.833333333333333,93.5,7.666666666666667,6.166666666666667,14.166666666666666,13.666666666666666,21.5,41.0,86.33333333333333,158.5
train\B10_5.jpg,904.6666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766.3333333333334,0.6666666666666666,0.0,0.0,219.83333333333334,42.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.333333333333336,0.0,0.0,0.0,404.0,306.1666666666667,0.0,0.0,0.0,3.3333333333333335,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.833333333333332,3.0,0.0,0.0,0.0,0.6666666666666666,0.0,2067.5,80.83333333333333,53.166666666666664,31.0,22.333333333333332,12.5,12.0,9.333333333333334,6.833333333333333,96.16666666666667,10.0,14.0,13.833333333333334,21.833333333333332,29.166666666666668,48.5,96.33333333333333,105.33333333333333
train\B11_1.jpg,671.1666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.33333333333334,2.0,0.0,0.0,682.6666666666666,194.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.6666666666667,584.0,0.0,0.0,0.0,2.8333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2044.0,78.33333333333333,62.666666666666664,38.166666666666664,27.333333333333332,19.166666666666668,17.166666666666668,16.833333333333332,11.0,97.33333333333333,11.5,17.666666666666668,22.833333333333332,25.833333333333332,41.5,65.16666666666667,90.66666666666667,43.5
train\B11_2.jpg,722.1666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.66666666666666,1.3333333333333333,0.0,0.0,572.5,99.16666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,535.3333333333334,552.5,0.0,0.0,0.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2066.6666666666665,76.0,53.5,46.5,23.166666666666668,17.5,15.0,12.333333333333334,12.166666666666666,102.0,14.833333333333334,16.5,19.5,28.0,33.333333333333336,63.666666666666664,86.0,44.0
train\B11_3.jpg,696.6666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.3333333333333,1.0,0.0,0.0,536.3333333333334,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,667.8333333333334,414.1666666666667,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2077.1666666666665,77.33333333333333,60.5,36.666666666666664,29.333333333333332,20.333333333333332,17.0,11.666666666666666,11.833333333333334,100.33333333333333,14.0,21.0,17.333333333333332,28.166666666666668,33.5,61.0,85.66666666666667,27.833333333333332
train\B11_4.jpg,706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.6666666666667,1.8333333333333333,0.0,0.0,538.3333333333334,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8333333333333335,0.0,0.0,0.0,620.6666666666666,296.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2071.3333333333335,77.33333333333333,58.666666666666664,39.333333333333336,27.0,16.333333333333332,18.166666666666668,12.0,12.333333333333334,100.0,13.333333333333334,21.833333333333332,19.666666666666668,29.833333333333332,33.0,67.0,79.66666666666667,33.833333333333336
train\B11_5.jpg,729.1666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.33333333333334,1.3333333333333333,0.0,0.0,576.1666666666666,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,576.0,495.5,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2051.3333333333335,89.16666666666667,60.0,30.166666666666668,25.5,17.0,13.5,13.166666666666666,14.166666666666666,100.33333333333333,11.666666666666666,16.666666666666668,19.5,22.333333333333332,48.166666666666664,66.5,89.66666666666667,41.833333333333336
train\B12_1.jpg,742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.8333333333333,0.3333333333333333,0.0,0.0,373.8333333333333,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.666666666666666,0.0,0.0,0.0,655.3333333333334,390.5,0.0,0.0,0.0,5.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.1666666666666665,0.0,0.0,0.0,1.1666666666666667,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,2054.8333333333335,72.0,56.333333333333336,34.666666666666664,33.5,17.833333333333332,20.5,11.166666666666666,15.833333333333334,108.33333333333333,16.666666666666668,18.166666666666668,18.166666666666668,23.833333333333332,54.166666666666664,53.166666666666664,78.83333333333333,42.666666666666664
